id_commande,date_commande,id_client,ville,categorie,nom_produit,prix_unitaire,quantite,remise,cout_livraison,methode_paiement,canal_marketing,cout_marketing,statut_commande,chiffre_affaires,marge_brute,profit_net,mois,indicateur_retour,indicateur_annulation,nombre_commandes_par_client,valeur_vie_client
CMD105786,2025-10-28,C1382,Lomé,Mode,Produit_Mode_5,48.68,1,0.14,3.55,Virement,Google Ads,7.0,Livrée,41.86,18.84,8.29,2025-10,0,0,3,167.05
CMD105787,2025-07-01,C0295,Abidjan,Mode,Produit_Mode_8,62.32,2,0.17,4.57,Paiement à la livraison,Instagram Ads,6.15,Livrée,103.45,46.55,35.83,2025-07,0,0,10,2335.27
CMD105788,2025-07-20,C0205,Douala,Mode,Produit_Mode_7,52.56,1,0.16,8.52,Carte,Instagram Ads,11.54,Livrée,44.15,19.87,-0.19,2025-07,0,0,21,5468.13
CMD105789,2025-11-27,C0493,Abidjan,Électronique,Produit_Électronique_24,468.98,2,0.29,6.52,Paiement à la livraison,Instagram Ads,6.71,Retournée,665.95,299.68,286.45,2025-11,1,0,1,665.95
CMD105790,2025-09-16,C0392,Douala,Électronique,Produit_Électronique_47,326.48,3,0.01,4.38,Mobile Money,Email,1.93,Livrée,969.65,436.34,430.03,2025-09,0,0,17,4904.2
CMD105791,2025-12-19,C0279,Douala,Mode,Produit_Mode_16,36.03,1,0.09,5.5,Mobile Money,Instagram Ads,7.02,Livrée,32.79,14.76,2.24,2025-12,0,0,11,2388.0
CMD105792,2025-11-05,C1370,Abidjan,Beauté,Produit_Beauté_36,26.43,1,0.01,2.12,Virement,Google Ads,6.59,Livrée,26.17,11.78,3.07,2025-11,0,0,3,305.81
CMD105793,2025-12-20,C1490,Libreville,Mode,Produit_Mode_4,44.04,2,0.13,7.4,Carte,Instagram Ads,7.68,Livrée,76.63,34.48,19.4,2025-12,0,0,1,76.63
CMD105794,2025-10-29,C0061,Kinshasa,Mode,Produit_Mode_16,16.56,3,0.23,7.18,Virement,Google Ads,7.97,Livrée,38.25,17.21,2.06,2025-10,0,0,23,4439.62
CMD105795,2025-08-14,C0048,Kinshasa,Maison,Produit_Maison_36,170.53,1,0.02,9.56,Carte,Influenceur,9.63,Livrée,167.12,75.2,56.01,2025-08,0,0,14,2838.35
CMD105796,2025-08-11,C0831,Lomé,Mode,Produit_Mode_40,50.95,2,0.26,8.96,Carte,Email,1.17,Livrée,75.41,33.93,23.8,2025-08,0,0,4,620.71
CMD105797,2025-10-13,C0843,Dakar,Mode,Produit_Mode_35,62.3,2,0.28,4.89,Mobile Money,Email,1.32,Livrée,89.71,40.37,34.16,2025-10,0,0,3,537.67
CMD105798,2025-10-19,C0368,Abidjan,Mode,Produit_Mode_37,39.66,2,0.24,2.32,Mobile Money,Google Ads,4.09,Livrée,60.28,27.13,20.72,2025-10,0,0,30,6126.18
CMD105799,2025-12-13,C0940,Brazzaville,Électronique,Produit_Électronique_26,372.99,1,0.04,7.7,Virement,Google Ads,4.73,Retournée,358.07,161.13,148.7,2025-12,1,0,2,1200.2
CMD105800,2025-12-19,C0055,Cotonou,Maison,Produit_Maison_1,199.87,2,0.22,5.0,Carte,Instagram Ads,6.95,Livrée,311.8,140.31,128.36,2025-12,0,0,14,3481.7
CMD105801,2025-08-18,C1525,Abidjan,Électronique,Produit_Électronique_29,551.92,2,0.03,4.14,Carte,Email,0.78,Livrée,1070.72,481.82,476.9,2025-08,0,0,3,1136.69
CMD105802,2025-07-12,C0998,Kinshasa,Électronique,Produit_Électronique_34,285.44,3,0.0,9.8,Carte,Email,1.52,Livrée,856.32,385.34,374.02,2025-07,0,0,2,1570.31
CMD105803,2025-12-09,C0375,Dakar,Mode,Produit_Mode_49,20.55,3,0.11,8.57,Paiement à la livraison,Google Ads,6.19,Livrée,54.87,24.69,9.93,2025-12,0,0,19,2891.19
CMD105804,2025-11-26,C0018,Brazzaville,Maison,Produit_Maison_37,122.66,2,0.14,3.86,Carte,Instagram Ads,12.67,Livrée,210.98,94.94,78.41,2025-11,0,0,12,3177.81
CMD105805,2025-11-09,C0258,Abidjan,Électronique,Produit_Mode_44,75.46,2,0.26,9.04,Mobile Money,Influenceur,9.34,Livrée,111.68,50.26,31.88,2025-11,0,0,18,5319.28
CMD105806,2025-12-25,C1007,Douala,Beauté,Produit_Beauté_44,24.36,2,0.18,5.12,Paiement à la livraison,Instagram Ads,9.33,Livrée,39.95,17.98,3.53,2025-12,0,0,6,967.15
CMD105807,2025-08-15,C0711,Abidjan,Mode,Produit_Mode_19,61.79,3,0.15,2.87,Paiement à la livraison,Instagram Ads,8.79,Retournée,157.56,70.9,59.24,2025-08,1,0,4,399.97
CMD105808,2025-12-20,C1663,Dakar,Mode,Produit_Mode_29,37.51,1,0.14,4.17,Virement,Instagram Ads,11.99,Livrée,32.26,14.52,-1.64,2025-12,0,0,4,839.01
CMD105809,2025-08-04,C0202,Kinshasa,Beauté,Produit_Beauté_6,25.37,1,0.05,7.69,Virement,Google Ads,4.78,Livrée,24.1,10.84,-1.63,2025-08,0,0,16,4053.77
CMD105810,2025-12-01,C0257,Cotonou,Beauté,Produit_Beauté_32,21.13,2,0.18,5.6,Virement,Instagram Ads,8.65,Livrée,34.65,15.59,1.34,2025-12,0,0,17,3129.71
CMD105811,2025-10-31,C0001,Abidjan,Mode,Produit_Mode_13,37.47,3,0.29,2.96,Carte,Instagram Ads,6.09,Livrée,79.81,35.91,26.86,2025-10,0,0,28,8516.45
CMD105812,2025-09-17,C0067,Dakar,Mode,Produit_Mode_12,22.84,2,0.18,5.51,Carte,Influenceur,16.28,Livrée,37.46,16.86,-4.93,2025-09,0,0,20,8476.42
CMD105813,2025-10-20,C0813,Abidjan,Mode,Produit_Mode_4,61.94,1,0.08,5.06,Mobile Money,Email,1.66,Livrée,56.98,25.64,18.92,2025-10,0,0,3,1018.22
CMD105814,2025-08-25,C0380,Libreville,Maison,Produit_Maison_23,123.93,2,0.06,3.13,Virement,Google Ads,3.63,Livrée,232.99,104.85,98.09,2025-08,0,0,18,2666.88
CMD105815,2025-08-13,C0760,Cotonou,Électronique,Produit_Beauté_16,24.49,2,0.29,2.03,Mobile Money,Instagram Ads,12.05,Livrée,34.78,15.65,1.57,2025-08,0,0,1,34.78
CMD105816,2025-07-03,C1465,Abidjan,Mode,Produit_Mode_49,32.73,1,0.3,4.3,Paiement à la livraison,Instagram Ads,12.2,Livrée,22.91,10.31,-6.19,2025-07,0,0,2,43.09
CMD105817,2025-09-05,C0080,Kinshasa,Maison,Produit_Maison_28,138.98,2,0.16,2.12,Carte,Instagram Ads,13.46,Livrée,233.49,105.07,89.49,2025-09,0,0,17,4224.66
CMD105818,2025-11-09,C0331,Kinshasa,Mode,Produit_Mode_26,12.64,1,0.09,2.32,Paiement à la livraison,Google Ads,3.51,Livrée,11.5,5.18,-0.65,2025-11,0,0,16,2685.38
CMD105819,2025-10-31,C0064,Cotonou,Mode,Produit_Mode_31,49.89,3,0.08,5.12,Mobile Money,Email,0.63,Livrée,137.7,61.96,56.21,2025-10,0,0,12,3836.24
CMD105820,2025-12-10,C0012,Kinshasa,Électronique,Produit_Électronique_14,306.97,1,0.01,3.55,Virement,Email,1.51,Retournée,303.9,136.75,131.69,2025-12,1,0,20,5762.43
CMD105821,2025-10-11,C1570,Kinshasa,Électronique,Produit_Électronique_13,376.69,3,0.27,7.32,Mobile Money,Instagram Ads,14.61,Livrée,824.95,371.23,349.3,2025-10,0,0,3,1913.0
CMD105822,2025-08-04,C0118,Brazzaville,Électronique,Produit_Électronique_9,253.65,3,0.14,5.14,Virement,Instagram Ads,13.96,Livrée,654.42,294.49,275.39,2025-08,0,0,15,3134.79
CMD105823,2025-08-08,C0181,Libreville,Beauté,Produit_Beauté_50,34.07,1,0.23,4.41,Mobile Money,Instagram Ads,14.64,Livrée,26.23,11.8,-7.25,2025-08,0,0,15,3304.46
CMD105824,2025-11-11,C0071,Abidjan,Électronique,Produit_Mode_32,26.25,1,0.1,4.43,Mobile Money,Instagram Ads,13.76,Livrée,23.62,10.63,-7.56,2025-11,0,0,17,3984.86
CMD105825,2025-12-20,C0172,Abidjan,Beauté,Produit_Beauté_7,14.36,2,0.18,3.76,Mobile Money,Instagram Ads,10.03,Livrée,23.55,10.6,-3.19,2025-12,0,0,21,4300.01
CMD105826,2025-07-10,C0117,Brazzaville,Beauté,Produit_Beauté_1,22.17,2,0.21,9.66,Carte,Instagram Ads,8.64,Livrée,35.03,15.76,-2.54,2025-07,0,0,18,7327.3
CMD105827,2025-11-17,C0639,Douala,Beauté,Produit_Beauté_14,35.22,3,0.08,8.45,Carte,Instagram Ads,7.42,Livrée,97.21,43.74,27.87,2025-11,0,0,2,148.94
CMD105828,2025-10-23,C0101,Cotonou,Beauté,Produit_Beauté_44,17.6,2,0.13,4.58,Mobile Money,Instagram Ads,5.18,Livrée,30.62,13.78,4.02,2025-10,0,0,19,4670.94
CMD105829,2025-08-01,C1100,Libreville,Mode,Produit_Mode_35,54.19,2,0.12,9.7,Mobile Money,Google Ads,7.7,Livrée,95.37,42.92,25.52,2025-08,0,0,4,1417.52
CMD105830,2025-09-10,C0324,Douala,Maison,Produit_Maison_42,90.03,3,0.07,4.38,Virement,Google Ads,4.84,Livrée,251.18,113.03,103.81,2025-09,0,0,19,4359.46
CMD105831,2025-11-02,C1281,Abidjan,Mode,Produit_Mode_30,33.66,1,0.14,8.13,Virement,Email,1.8,Livrée,28.95,13.03,3.1,2025-11,0,0,2,126.19
CMD105832,2025-08-26,C0303,Dakar,Électronique,Produit_Électronique_49,400.83,1,0.08,6.07,Virement,Influenceur,15.51,Livrée,368.76,165.94,144.36,2025-08,0,0,16,4722.76
CMD105833,2025-12-23,C0977,Kinshasa,Maison,Produit_Maison_35,6.02,2,0.1,6.76,Paiement à la livraison,Email,0.86,Livrée,10.84,4.88,-2.74,2025-12,0,0,1,10.84
CMD105834,2025-07-05,C1336,Kinshasa,Mode,Produit_Mode_24,59.35,3,0.21,9.6,Virement,Instagram Ads,11.7,Livrée,140.66,63.3,42.0,2025-07,0,0,3,655.83
CMD105835,2025-12-28,C0154,Kinshasa,Maison,Produit_Maison_7,92.67,1,0.09,2.08,Mobile Money,Google Ads,5.91,Livrée,84.33,37.95,29.96,2025-12,0,0,12,2379.86
CMD105836,2025-10-03,C0356,Kinshasa,Électronique,Produit_Électronique_30,450.77,3,0.02,6.13,Mobile Money,Email,1.78,Livrée,1325.26,596.37,588.46,2025-10,0,0,20,6580.0
CMD105837,2025-12-06,C0891,Abidjan,Maison,Produit_Maison_14,106.01,2,0.08,8.56,Virement,Email,1.74,Livrée,195.06,87.78,77.48,2025-12,0,0,10,2686.28
CMD105838,2025-12-30,C0230,Kinshasa,Maison,Produit_Maison_34,73.21,2,0.07,4.33,Paiement à la livraison,Google Ads,6.08,Livrée,136.17,61.28,50.87,2025-12,0,0,14,6485.39
CMD105839,2025-11-13,C0104,Libreville,Maison,Produit_Maison_34,110.87,2,0.17,5.76,Mobile Money,Instagram Ads,9.41,Livrée,184.04,82.82,67.65,2025-11,0,0,16,1470.63
CMD105840,2025-11-20,C0292,Abidjan,Beauté,Produit_Beauté_40,22.17,1,0.04,3.23,Paiement à la livraison,Google Ads,6.48,Livrée,21.28,9.58,-0.13,2025-11,0,0,19,3379.86
CMD105841,2025-12-03,C0346,Cotonou,Maison,Produit_Maison_44,200.69,2,0.2,3.39,Mobile Money,Instagram Ads,12.79,Livrée,321.1,144.5,128.32,2025-12,0,0,12,3085.63
CMD105842,2025-08-24,C0190,Dakar,Mode,Produit_Mode_7,44.05,3,0.2,5.93,Mobile Money,Google Ads,3.31,Retournée,105.72,47.57,38.33,2025-08,1,0,14,1506.67
CMD105843,2025-11-30,C0387,Douala,Mode,Produit_Mode_24,38.07,1,0.24,4.66,Virement,Instagram Ads,7.91,Livrée,28.93,13.02,0.45,2025-11,0,0,16,3613.06
CMD105844,2025-07-21,C1489,Douala,Beauté,Produit_Beauté_1,21.54,2,0.06,2.54,Virement,Email,0.71,Annulée,40.5,18.22,14.97,2025-07,0,1,5,918.5
CMD105845,2025-10-10,C0377,Cotonou,Mode,Produit_Mode_41,42.84,1,0.1,3.06,Paiement à la livraison,Email,1.8,Livrée,38.56,17.35,12.49,2025-10,0,0,16,4728.7
CMD105846,2025-12-19,C0825,Brazzaville,Électronique,Produit_Électronique_20,485.36,3,0.28,5.71,Mobile Money,Instagram Ads,9.47,Livrée,1048.38,471.77,456.59,2025-12,0,0,4,1609.27
CMD105847,2025-11-04,C0047,Libreville,Beauté,Produit_Beauté_16,23.89,1,0.01,2.85,Paiement à la livraison,Email,1.56,Livrée,23.65,10.64,6.23,2025-11,0,0,17,4423.06
CMD105848,2025-08-06,C0183,Kinshasa,Mode,Produit_Mode_47,34.52,3,0.22,3.4,Carte,Instagram Ads,6.14,Livrée,80.78,36.35,26.81,2025-08,0,0,18,3700.3
CMD105849,2025-07-01,C0171,Abidjan,Électronique,Produit_Électronique_31,364.85,2,0.04,5.03,Mobile Money,Email,1.04,Livrée,700.51,315.23,309.16,2025-07,0,0,16,5565.67
CMD105850,2025-10-06,C0052,Douala,Électronique,Produit_Électronique_16,386.96,2,0.08,7.68,Paiement à la livraison,Google Ads,5.88,Livrée,712.01,320.4,306.84,2025-10,0,0,19,3073.4
CMD105851,2025-12-21,C0105,Douala,Beauté,Produit_Beauté_39,28.65,3,0.03,2.49,Mobile Money,Google Ads,6.98,Livrée,83.37,37.52,28.05,2025-12,0,0,20,2930.61
CMD105852,2025-12-02,C0172,Libreville,Maison,Produit_Maison_1,159.21,2,0.09,8.87,Virement,Influenceur,4.48,Livrée,289.76,130.39,117.04,2025-12,0,0,21,4300.01
CMD105853,2025-08-21,C0178,Lomé,Beauté,Produit_Beauté_27,31.04,1,0.05,4.44,Virement,Influenceur,18.32,Livrée,29.49,13.27,-9.49,2025-08,0,0,19,7017.58
CMD105854,2025-10-01,C0339,Kinshasa,Beauté,Produit_Beauté_5,32.45,1,0.1,5.66,Mobile Money,Email,0.86,Livrée,29.2,13.14,6.62,2025-10,0,0,19,4046.55
CMD105855,2025-10-29,C0251,Abidjan,Mode,Produit_Mode_10,27.89,1,0.24,5.66,Carte,Google Ads,5.69,Livrée,21.2,9.54,-1.81,2025-10,0,0,20,4778.87
CMD105856,2025-07-24,C0074,Abidjan,Mode,Produit_Mode_14,34.72,2,0.06,9.65,Paiement à la livraison,Email,1.4,Livrée,65.27,29.37,18.32,2025-07,0,0,12,3523.6
CMD105857,2025-10-06,C0453,Douala,Électronique,Produit_Mode_48,39.52,2,0.26,4.7,Virement,Instagram Ads,11.48,Livrée,58.49,26.32,10.14,2025-10,0,0,2,173.32
CMD105858,2025-10-08,C0944,Cotonou,Beauté,Produit_Beauté_11,22.25,1,0.09,8.63,Mobile Money,Google Ads,5.43,Livrée,20.25,9.11,-4.95,2025-10,0,0,3,375.59
CMD105859,2025-08-22,C0258,Kinshasa,Mode,Produit_Mode_39,59.99,1,0.25,7.89,Mobile Money,Instagram Ads,6.56,Livrée,44.99,20.25,5.8,2025-08,0,0,18,5319.28
CMD105860,2025-07-17,C0200,Dakar,Mode,Produit_Mode_38,48.0,2,0.22,2.23,Carte,Instagram Ads,10.49,Retournée,74.88,33.7,20.98,2025-07,1,0,16,3489.42
CMD105861,2025-08-01,C0005,Abidjan,Électronique,Produit_Électronique_26,342.6,1,0.02,3.63,Paiement à la livraison,Influenceur,12.58,Livrée,335.75,151.09,134.88,2025-08,0,0,23,7520.26
CMD105862,2025-07-06,C0425,Abidjan,Électronique,Produit_Électronique_27,304.26,1,0.07,5.79,Mobile Money,Email,0.93,Livrée,282.96,127.33,120.61,2025-07,0,0,4,1779.2
CMD105863,2025-09-18,C0386,Dakar,Maison,Produit_Maison_43,50.69,3,0.1,2.36,Mobile Money,Email,1.49,Livrée,136.86,61.59,57.74,2025-09,0,0,15,2407.39
CMD105864,2025-10-29,C0314,Dakar,Électronique,Produit_Maison_6,49.83,2,0.1,9.2,Virement,Email,1.99,Livrée,89.69,40.36,29.17,2025-10,0,0,14,2764.35
CMD105865,2025-11-01,C1628,Cotonou,Maison,Produit_Maison_39,191.92,1,0.17,7.55,Carte,Instagram Ads,9.03,Livrée,159.29,71.68,55.1,2025-11,0,0,1,159.29
CMD105866,2025-08-20,C0212,Lomé,Électronique,Produit_Électronique_41,256.24,1,0.1,3.29,Virement,Instagram Ads,11.11,Livrée,230.62,103.78,89.38,2025-08,0,0,21,6951.38
CMD105867,2025-11-21,C0146,Abidjan,Maison,Produit_Maison_16,110.32,1,0.09,7.02,Paiement à la livraison,Google Ads,5.81,Livrée,100.39,45.18,32.35,2025-11,0,0,17,5860.29
CMD105868,2025-12-31,C0222,Kinshasa,Mode,Produit_Mode_17,23.21,3,0.3,4.84,Virement,Google Ads,7.04,Livrée,48.74,21.93,10.05,2025-12,0,0,13,3329.76
CMD105869,2025-11-04,C1410,Douala,Électronique,Produit_Électronique_50,343.86,3,0.08,4.18,Paiement à la livraison,Email,1.71,Livrée,949.05,427.07,421.18,2025-11,0,0,2,1014.54
CMD105870,2025-11-18,C1524,Kinshasa,Beauté,Produit_Beauté_9,20.44,3,0.09,9.11,Virement,Email,1.99,Livrée,55.8,25.11,14.01,2025-11,0,0,4,1498.62
CMD105871,2025-11-06,C0061,Dakar,Beauté,Produit_Beauté_28,16.83,3,0.29,8.54,Paiement à la livraison,Instagram Ads,12.78,Livrée,35.85,16.13,-5.19,2025-11,0,0,23,4439.62
CMD105872,2025-09-27,C0179,Douala,Électronique,Produit_Mode_48,35.65,2,0.22,7.32,Virement,Influenceur,5.53,Livrée,55.61,25.02,12.17,2025-09,0,0,17,4706.48
CMD105873,2025-10-24,C0303,Abidjan,Électronique,Produit_Électronique_29,261.69,1,0.23,8.27,Mobile Money,Instagram Ads,11.13,Livrée,201.5,90.68,71.28,2025-10,0,0,16,4722.76
CMD105874,2025-09-09,C0135,Brazzaville,Mode,Produit_Mode_33,52.74,1,0.26,6.87,Paiement à la livraison,Instagram Ads,5.95,Livrée,39.03,17.56,4.74,2025-09,0,0,22,4169.52
CMD105875,2025-09-20,C1030,Kinshasa,Mode,Produit_Mode_48,56.87,2,0.08,4.62,Mobile Money,Influenceur,6.43,Retournée,104.64,47.09,36.04,2025-09,1,0,3,1112.28
CMD105876,2025-09-21,C0122,Brazzaville,Électronique,Produit_Électronique_18,317.41,3,0.22,8.07,Paiement à la livraison,Instagram Ads,7.89,Retournée,742.74,334.23,318.27,2025-09,1,0,15,3414.27
CMD105877,2025-10-09,C1950,Dakar,Électronique,Produit_Mode_15,42.75,3,0.1,5.83,Virement,Email,1.35,Livrée,115.42,51.94,44.76,2025-10,0,0,3,393.85
CMD105878,2025-09-15,C0475,Kinshasa,Électronique,Produit_Électronique_39,338.08,2,0.03,7.65,Paiement à la livraison,Email,0.66,Livrée,655.88,295.15,286.84,2025-09,0,0,3,1367.5
CMD105879,2025-09-23,C0057,Abidjan,Électronique,Produit_Beauté_44,24.36,1,0.08,8.06,Carte,Instagram Ads,14.45,Livrée,22.41,10.08,-12.43,2025-09,0,0,17,3611.37
CMD105880,2025-09-30,C0120,Cotonou,Électronique,Produit_Électronique_1,415.44,2,0.09,9.43,Carte,Influenceur,17.84,Livrée,756.1,340.24,312.97,2025-09,0,0,29,9542.19
CMD105881,2025-11-11,C0107,Abidjan,Maison,Produit_Maison_27,83.93,3,0.06,7.63,Virement,Instagram Ads,9.59,Livrée,236.68,106.51,89.29,2025-11,0,0,16,2226.85
CMD105882,2025-12-07,C0218,Abidjan,Électronique,Produit_Électronique_38,390.46,1,0.06,9.22,Virement,Instagram Ads,7.62,Retournée,367.03,165.16,148.32,2025-12,1,0,16,5131.57
CMD105883,2025-07-16,C0206,Douala,Électronique,Produit_Électronique_48,566.31,1,0.09,2.24,Paiement à la livraison,Email,0.8,Livrée,515.34,231.9,228.86,2025-07,0,0,12,3422.13
CMD105884,2025-11-27,C0379,Kinshasa,Électronique,Produit_Électronique_6,435.36,3,0.06,5.74,Paiement à la livraison,Email,1.17,Livrée,1227.72,552.47,545.56,2025-11,0,0,26,9144.9
CMD105885,2025-08-17,C0173,Kinshasa,Électronique,Produit_Mode_47,43.21,1,0.13,3.24,Mobile Money,Influenceur,15.3,Retournée,37.59,16.92,-1.62,2025-08,1,0,22,5054.64
CMD105886,2025-11-25,C0829,Dakar,Mode,Produit_Mode_36,52.21,2,0.1,8.59,Virement,Google Ads,6.07,Livrée,93.98,42.29,27.63,2025-11,0,0,2,575.02
CMD105887,2025-10-13,C1456,Lomé,Mode,Produit_Mode_41,42.27,2,0.17,2.57,Carte,Influenceur,5.11,Livrée,70.17,31.58,23.9,2025-10,0,0,3,327.73
CMD105888,2025-11-22,C0090,Kinshasa,Mode,Produit_Mode_8,38.61,3,0.18,3.7,Virement,Instagram Ads,7.91,Retournée,94.98,42.74,31.13,2025-11,1,0,13,2481.85
CMD105889,2025-09-19,C0113,Brazzaville,Mode,Produit_Mode_9,41.37,3,0.24,3.11,Virement,Google Ads,5.3,Livrée,94.32,42.44,34.03,2025-09,0,0,12,2066.91
CMD105890,2025-11-17,C0366,Abidjan,Beauté,Produit_Beauté_7,16.05,2,0.03,8.72,Carte,Email,0.74,Livrée,31.14,14.01,4.55,2025-11,0,0,13,1530.15
CMD105891,2025-08-27,C0161,Libreville,Mode,Produit_Mode_11,42.03,1,0.29,4.68,Carte,Influenceur,11.61,Livrée,29.84,13.43,-2.86,2025-08,0,0,21,4764.33
CMD105892,2025-11-28,C0246,Brazzaville,Électronique,Produit_Maison_7,120.01,2,0.17,3.05,Carte,Instagram Ads,8.86,Livrée,199.22,89.65,77.74,2025-11,0,0,12,2230.27
CMD105893,2025-07-08,C0150,Brazzaville,Électronique,Produit_Électronique_7,492.79,2,0.22,8.82,Paiement à la livraison,Instagram Ads,10.48,Livrée,768.75,345.94,326.64,2025-07,0,0,16,4210.52
CMD105894,2025-11-16,C0191,Douala,Électronique,Produit_Électronique_39,776.12,1,0.0,7.02,Carte,Google Ads,3.91,Livrée,776.12,349.25,338.32,2025-11,0,0,21,6843.54
CMD105895,2025-09-14,C1578,Dakar,Maison,Produit_Maison_26,163.54,3,0.06,7.07,Mobile Money,Instagram Ads,12.41,Livrée,461.18,207.53,188.05,2025-09,0,0,2,488.18
CMD105896,2025-12-08,C0765,Kinshasa,Beauté,Produit_Beauté_22,29.03,1,0.09,5.58,Virement,Influenceur,9.2,Livrée,26.42,11.89,-2.89,2025-12,0,0,4,410.56
CMD105897,2025-07-31,C0343,Abidjan,Maison,Produit_Maison_37,107.1,2,0.17,2.63,Mobile Money,Instagram Ads,5.64,Livrée,177.79,80.01,71.74,2025-07,0,0,17,4355.04
CMD105898,2025-10-14,C0041,Dakar,Mode,Produit_Mode_5,41.35,1,0.14,5.51,Paiement à la livraison,Instagram Ads,14.67,Livrée,35.56,16.0,-4.18,2025-10,0,0,18,4298.59
CMD105899,2025-11-01,C0005,Douala,Mode,Produit_Mode_39,32.63,1,0.2,3.46,Mobile Money,Google Ads,6.93,Livrée,26.1,11.74,1.35,2025-11,0,0,23,7520.26
CMD105900,2025-08-22,C1538,Douala,Électronique,Produit_Électronique_2,291.84,3,0.06,8.03,Virement,Google Ads,4.83,Livrée,822.99,370.35,357.49,2025-08,0,0,2,1603.52
CMD105901,2025-11-03,C1437,Kinshasa,Beauté,Produit_Beauté_6,28.93,1,0.08,8.47,Paiement à la livraison,Google Ads,3.2,Livrée,26.62,11.98,0.31,2025-11,0,0,2,50.63
CMD105902,2025-08-09,C0450,Lomé,Électronique,Produit_Beauté_5,23.3,2,0.14,8.01,Mobile Money,Instagram Ads,9.53,Livrée,40.08,18.04,0.5,2025-08,0,0,3,591.26
CMD105903,2025-08-19,C0180,Dakar,Maison,Produit_Maison_3,160.9,2,0.05,2.18,Mobile Money,Google Ads,7.22,Livrée,305.71,137.57,128.17,2025-08,0,0,18,3249.71
CMD105904,2025-11-22,C1760,Abidjan,Électronique,Produit_Électronique_3,257.76,1,0.1,5.72,Virement,Influenceur,10.36,Livrée,231.98,104.39,88.31,2025-11,0,0,5,1368.32
CMD105905,2025-12-18,C0109,Kinshasa,Électronique,Produit_Électronique_31,336.84,1,0.22,5.22,Carte,Instagram Ads,11.53,Livrée,262.74,118.23,101.48,2025-12,0,0,8,1624.28
CMD105906,2025-11-04,C0284,Kinshasa,Beauté,Produit_Beauté_46,8.28,1,0.16,7.23,Mobile Money,Instagram Ads,8.19,Livrée,6.96,3.13,-12.29,2025-11,0,0,20,5279.91
CMD105907,2025-10-23,C0003,Douala,Beauté,Produit_Beauté_27,33.12,1,0.21,8.77,Mobile Money,Instagram Ads,14.6,Livrée,26.16,11.77,-11.6,2025-10,0,0,26,9516.06
CMD105908,2025-08-03,C1330,Lomé,Beauté,Produit_Beauté_25,23.62,1,0.04,9.78,Carte,Influenceur,6.71,Livrée,22.68,10.21,-6.28,2025-08,0,0,4,202.65
CMD105909,2025-11-29,C0758,Cotonou,Beauté,Produit_Beauté_21,39.77,2,0.08,9.57,Paiement à la livraison,Google Ads,7.49,Livrée,73.18,32.93,15.87,2025-11,0,0,3,222.14
CMD105910,2025-11-03,C0344,Kinshasa,Mode,Produit_Mode_4,52.82,3,0.29,3.6,Paiement à la livraison,Google Ads,3.27,Livrée,112.51,50.63,43.76,2025-11,0,0,25,4475.7
CMD105911,2025-12-12,C0041,Kinshasa,Beauté,Produit_Beauté_43,22.61,2,0.29,6.73,Mobile Money,Instagram Ads,13.02,Livrée,32.11,14.45,-5.3,2025-12,0,0,18,4298.59
CMD105912,2025-12-29,C0471,Kinshasa,Électronique,Produit_Électronique_13,143.84,2,0.04,3.11,Mobile Money,Influenceur,12.84,Livrée,276.17,124.28,108.33,2025-12,0,0,1,276.17
CMD105913,2025-07-16,C0182,Cotonou,Beauté,Produit_Beauté_38,16.31,1,0.08,5.45,Paiement à la livraison,Email,1.54,Livrée,15.01,6.75,-0.24,2025-07,0,0,20,5442.67
CMD105914,2025-08-04,C0077,Abidjan,Maison,Produit_Maison_43,128.6,1,0.01,7.46,Virement,Google Ads,7.59,Livrée,127.31,57.29,42.24,2025-08,0,0,20,7213.8
CMD105915,2025-09-26,C1136,Lomé,Électronique,Produit_Électronique_2,514.13,3,0.1,7.27,Carte,Google Ads,5.62,Livrée,1388.15,624.67,611.78,2025-09,0,0,3,2709.0
CMD105916,2025-11-27,C1296,Kinshasa,Maison,Produit_Maison_36,128.93,1,0.04,8.92,Paiement à la livraison,Email,1.14,Livrée,123.77,55.7,45.64,2025-11,0,0,5,458.15
CMD105917,2025-07-13,C0735,Kinshasa,Électronique,Produit_Électronique_6,448.23,3,0.11,3.65,Mobile Money,Instagram Ads,11.96,Retournée,1196.77,538.55,522.94,2025-07,1,0,4,2126.51
CMD105918,2025-07-17,C0025,Cotonou,Beauté,Produit_Beauté_1,15.05,3,0.06,6.19,Paiement à la livraison,Email,1.44,Livrée,42.44,19.1,11.47,2025-07,0,0,14,2566.24
CMD105919,2025-11-10,C0140,Douala,Mode,Produit_Mode_17,39.21,2,0.06,3.97,Carte,Email,1.79,Livrée,73.71,33.17,27.41,2025-11,0,0,16,2791.1
CMD105920,2025-09-04,C1653,Dakar,Maison,Produit_Maison_35,116.85,1,0.07,3.05,Carte,Google Ads,7.25,Livrée,108.67,48.9,38.6,2025-09,0,0,3,679.02
CMD105921,2025-12-27,C0312,Abidjan,Beauté,Produit_Beauté_17,51.04,2,0.12,8.02,Carte,Instagram Ads,13.68,Livrée,89.83,40.42,18.72,2025-12,0,0,24,4389.73
CMD105922,2025-07-10,C1130,Brazzaville,Électronique,Produit_Électronique_28,467.83,1,0.18,6.44,Virement,Instagram Ads,9.47,Livrée,383.62,172.63,156.72,2025-07,0,0,2,402.03
